# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.6 644.0161542 129.2667546 228.0259442 228.0259442 1043.341061 1288.804848 0.108349723 245.463255 495.5742549 2.179439323 -1544.665271
0.605 650.4699153 131.6122703 226.5835345 226.5835345 1046.342792 1292.697827 0.1086289905 246.3545057 496.8951566 2.170326284 -1549.429431
0.61 656.9431149 133.9708292 225.1638882 225.1638882 1049.341335 1296.580236 0.1089023838 247.2383732 498.2093142 2.161357501 -1554.179152
0.615 663.4356998 136.3422561 223.7664772 223.7664772 1052.336447 1300.451961 0.1091700409 248.1149881 499.5168166 2.152530452 -1558.914084
0.62 669.9476165 138.7263798 222.3907882 222.3907882 1055.327895 1304.312897 0.1094320969 248.9844782 500.8177503 2.143842641 -1563.633901
0.625 676.4788106 141.1230326 221.0363226 221.0363226 1058.315458 1308.162949 0.1096886837 249.8469686 502.1122002 2.135291599 -1568.338303
0.63 683.0292277 143.5320504 219.7025957 219.7025957 1061.298926 1312.002029 0.1099399306 250.7025817 503.400249 2.126874883 -1573.027013
0.635 689.5988125 145.9532729 218.3891365 218.3891365 1064.278099 1315.830056 0.1101859636 251.5514375 504.6819776 2.11859008 -1577.699778
0.64 696.1875097 148.3865431 217.095487 217.095487 1067.252787 1319.646957 0.1104269062 252.3936533 505.9574649 2.110434807 -1582.356364
0.645 702.7952634 150.8317074 215.8212023 215.8212023 1070.222809 1323.452668 0.1106628787 253.2293438 507.2267883 2.102406714 -1586.996557
0.65 709.4220176 153.2886155 214.5658497 214.5658497 1073.187993 1327.247128 0.1108939988 254.0586215 508.4900233 2.094503481 -1591.620163
0.655 716.0677159 155.7571205 213.3290085 213.3290085 1076.148176 1331.030285 0.1111203815 254.8815962 509.747244 2.086722824 -1596.227009
0.66 722.7323016 158.2370786 212.1102697 212.1102697 1079.103205 1334.802091 0.1113421388 255.6983754 510.9985226 2.07906249 -1600.816934
0.665 729.4157178 160.7283489 210.9092356 210.9092356 1082.052933 1338.562506 0.1115593803 256.5090643 512.2439301 2.071520264 -1605.389798
0.67 736.1179076 163.230794 209.7255194 209.7255194 1084.997222 1342.311495 0.1117722127 257.3137658 513.4835358 2.064093962 -1609.945474
0.675 742.8388137 165.7442789 208.558745 208.558745 1087.93594 1346.049026 0.1119807403 258.1125804 514.7174076 2.05678144 -1614.483852
0.68 749.5783787 168.268672 207.4085463 207.4085463 1090.868963 1349.775075 0.1121850647 258.9056068 515.9456122 2.049580586 -1619.004834
0.685 756.3365452 170.8038441 206.2745674 206.2745674 1093.796176 1353.489619 0.1123852852 259.692941 517.1682148 2.042489324 -1623.508336
0.69 763.1132557 173.3496691 205.156462 205.156462 1096.717466 1357.192645 0.1125814983 260.4746773 518.3852792 2.035505615 -1627.994289
0.695 769.9084525 175.9060233 204.0538931 204.0538931 1099.63273 1360.884138 0.1127737986 261.2509078 519.5968682 2.028627456 -1632.462631
0.7 776.7220778 178.4727858 202.9665328 202.9665328 1102.54187 1364.564091 0.1129622778 262.0217225 520.8030433 2.021852878 -1636.913317
0.705 783.5540741 181.0498382 201.894062 201.894062 1105.444793 1368.2325 0.1131470257 262.7872096 522.0038646 2.015179949 -1641.346307
0.71 790.4043836 183.6370646 200.8361699 200.8361699 1108.341413 1371.889364 0.1133281296 263.5474552 523.1993914 2.008606771 -1645.761576
0.715 797.2729485 186.2343517 199.7925544 199.7925544 1111.231648 1375.534686 0.1135056749 264.3025436 524.3896816 2.002131484 -1650.159106
0.72 804.1597112 188.8415882 198.7629209 198.7629209 1114.115422 1379.168471 0.1136797444 265.0525572 525.5747922 1.99575226 -1654.538888
0.725 811.064614 191.4586654 197.7469828 197.7469828 1116.992662 1382.79073 0.1138504193 265.7975768 526.7547792 1.989467307 -1658.900922
0.73 817.9875993 194.0854768 196.7444612 196.7444612 1119.863303 1386.401474 0.1140177783 266.5376811 527.9296973 1.983274867 -1663.245216
0.735 824.9286096 196.7219182 195.755084 195.755084 1122.727282 1390.000718 0.1141818983 267.2729475 529.0996005 1.977173216 -1667.571785
0.74 831.8875874 199.3678873 194.7785867 194.7785867 1125.584541 1393.588479 0.1143428544 268.0034512 530.2645417 1.971160664 -1671.880652
0.745 838.8644753 202.0232841 193.8147112 193.8147112 1128.435026 1397.164778 0.1145007195 268.7292663 531.4245728 1.965235554 -1676.171845
0.75 845.8592161 204.6880106 192.8632064 192.8632064 1131.278686 1400.729636 0.1146555647 269.4504649 532.579745 1.959396261 -1680.445399
