# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.66 752.6375481 186.6505996 184.7519434 184.7519434 1101.643 1423.16386 0.2213611869 321.5204545 488.9751609 2.017577222 -1702.49096
0.665 759.7640033 189.4674792 183.6707385 183.6707385 1104.829113 1427.415763 0.2218888517 322.5862458 490.0960828 2.010526141 -1709.166835
0.67 766.9116811 192.295744 182.6058153 182.6058153 1108.006681 1431.652873 0.2224101826 323.6457885 491.2115759 2.003586017 -1715.814621
0.675 774.0805074 195.1352548 181.556796 181.556796 1111.175618 1435.875203 0.2229253235 324.6991834 492.3217017 1.996754797 -1722.434669
0.68 781.2704085 197.9858757 180.5233145 180.5233145 1114.335842 1440.082771 0.2234344139 325.7465286 493.4265205 1.990030456 -1729.027324
0.685 788.4813106 200.8474741 179.5050153 179.5050153 1117.487279 1444.275598 0.2239375888 326.7879195 494.5260917 1.983411 -1735.592928
0.69 795.71314 203.7199205 178.5015536 178.5015536 1120.629863 1448.453711 0.2244349793 327.8234492 495.6204736 1.976894462 -1742.131819
0.695 802.9658232 206.6030884 177.5125946 177.5125946 1123.763533 1452.617139 0.2249267122 328.8532085 496.7097234 1.970478908 -1748.644333
0.7 810.2392869 209.4968543 176.5378133 176.5378133 1126.888234 1456.765916 0.2254129105 329.8772858 497.7938976 1.964162436 -1755.1308
0.705 817.533458 212.4010975 175.5768943 175.5768943 1130.003917 1460.900079 0.2258936938 330.8957671 498.8730514 1.957943173 -1761.591547
0.71 824.8482634 215.3157002 174.6295313 174.6295313 1133.110537 1465.019667 0.2263691776 331.9087366 499.9472394 1.951819281 -1768.026895
0.715 832.1836304 218.2405471 173.6954266 173.6954266 1136.208055 1469.124724 0.2268394742 332.9162762 501.0165151 1.945788953 -1774.437164
0.72 839.5394865 221.1755256 172.7742913 172.7742913 1139.296438 1473.215295 0.2273046927 333.9184659 502.0809312 1.939850412 -1780.822667
0.725 846.9157593 224.1205259 171.8658445 171.8658445 1142.375655 1477.291428 0.2277649388 334.9153836 503.1405394 1.934001916 -1787.183713
